name,attack,classfication,defense,japanese_name,height_m,weight_kg,hp,speed,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,against_bug,base_egg_steps,base_happiness,base_total,capture_rate,against_dark,against_dragon,experience_growth,against_fairy,against_fire,against_electric,abilities,percentage_male,pokedex_number,sp_attack,sp_defense,against_flying,type1,type2,against_fight,generation,is_legendary
Kricketune,85,Cricket Pokémon,51,Korotockコロトック,1.0,25.5,77,65,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3840,70,384,45,1.0,1.0,1059860,1.0,2.0,1.0,"['Swarm', 'Technician']",50.0,402,55,51,2.0,bug,,0.5,4,0
Shinx,65,Flash Pokémon,34,Kolinkコリンク,0.5,9.5,45,45,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5120,70,263,235,1.0,1.0,1059860,1.0,1.0,0.5,"['Rivalry', 'Intimidate', 'Guts']",50.0,403,40,34,0.5,electric,,1.0,4,0
Luxio,85,Spark Pokémon,49,Luxioルクシオ,0.9,30.5,60,60,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5120,100,363,120,1.0,1.0,1059860,1.0,1.0,0.5,"['Rivalry', 'Intimidate', 'Guts']",50.0,404,60,49,0.5,electric,,1.0,4,0
Luxray,120,Gleam Eyes Pokémon,79,Rentorarレントラー,1.4,42.0,80,70,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5120,70,523,45,1.0,1.0,1059860,1.0,1.0,0.5,"['Rivalry', 'Intimidate', 'Guts']",50.0,405,95,79,0.5,electric,,1.0,4,0
Budew,30,Bud Pokémon,35,Subomieスボミー,0.2,1.2,40,55,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,5120,70,280,255,1.0,1.0,1059860,0.5,2.0,0.5,"['Natural Cure', 'Poison Point', 'Leaf Guard']",50.0,406,50,70,2.0,grass,poison,0.5,4,0
Roserade,70,Bouquet Pokémon,65,Roseradeロズレイド,0.9,14.5,60,90,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,5120,70,515,75,1.0,1.0,1059860,0.5,2.0,0.5,"['Natural Cure', 'Poison Point', 'Technician']",50.0,407,125,105,2.0,grass,poison,0.5,4,0
Cranidos,125,Head Butt Pokémon,40,Zugaidosズガイドス,0.9,31.5,67,58,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,1.0,7680,70,350,45,1.0,1.0,600000,1.0,0.5,1.0,"['Mold Breaker', 'Sheer Force']",88.1,408,30,30,0.5,rock,,2.0,4,0
Rampardos,165,Head Butt Pokémon,60,Rampaldラムパルド,1.6,102.5,97,58,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,1.0,7680,70,495,45,1.0,1.0,600000,1.0,0.5,1.0,"['Mold Breaker', 'Sheer Force']",88.1,409,65,50,0.5,rock,,2.0,4,0
Shieldon,42,Shield Pokémon,118,Tatetopsタテトプス,0.5,57.0,30,30,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,0.5,7680,70,350,45,1.0,0.5,600000,0.5,1.0,1.0,"['Sturdy', 'Soundproof']",88.1,410,42,88,0.25,rock,steel,4.0,4,0
Bastiodon,52,Shield Pokémon,168,Toridepsトリデプス,1.3,149.5,60,30,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,0.5,7680,70,495,45,1.0,0.5,600000,0.5,1.0,1.0,"['Sturdy', 'Soundproof']",88.1,411,47,138,0.25,rock,steel,4.0,4,0
Burmy,29,Bagworm Pokémon,45,Minomucchiミノムッチ,0.2,3.4,40,36,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3840,70,224,120,1.0,1.0,1000000,1.0,2.0,1.0,"['Shed Skin', 'Overcoat']",50.0,412,29,45,2.0,bug,,0.5,4,0
Wormadam,69,Bagworm Pokémon,95,Minomadam (kusaki No Mino)ミノマダム,0.5,6.5,60,36,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,2.0,3840,70,424,45,1.0,1.0,1000000,1.0,4.0,0.5,"['Anticipation', 'Overcoat']",0.0,413,69,95,4.0,bug,grass,0.5,4,0
Mothim,94,Moth Pokémon,50,Gamaleガーメイル,0.9,23.3,70,66,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.5,3840,70,424,45,1.0,1.0,1000000,1.0,2.0,2.0,"['Swarm', 'Tinted Lens']",100.0,414,94,50,2.0,bug,flying,0.25,4,0
Combee,30,Tiny Bee Pokémon,42,Mitsuhoneyミツハニー,0.3,5.5,30,70,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.5,3840,70,244,120,1.0,1.0,1059860,1.0,2.0,2.0,"['Honey Gather', 'Hustle']",88.1,415,30,42,2.0,bug,flying,0.25,4,0
Vespiquen,80,Beehive Pokémon,102,Beequenビークイン,1.2,38.5,70,40,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.5,3840,70,474,45,1.0,1.0,1059860,1.0,2.0,2.0,"['Pressure', 'Unnerve']",0.0,416,80,102,2.0,bug,flying,0.25,4,0
Pachirisu,45,EleSquirrel Pokémon,70,Pachirisuパチリス,0.4,3.9,60,95,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2560,100,405,200,1.0,1.0,1000000,1.0,1.0,0.5,"['Run Away', 'Pickup', 'Volt Absorb']",50.0,417,45,90,0.5,electric,,1.0,4,0
Buizel,65,Sea Weasel Pokémon,35,Buoyselブイゼル,0.7,29.5,55,85,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,330,190,1.0,1.0,1000000,1.0,0.5,2.0,"['Swift Swim', 'Water Veil']",50.0,418,60,30,1.0,water,,1.0,4,0
Floatzel,105,Sea Weasel Pokémon,55,Floazelフローゼル,1.1,33.5,85,115,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,495,75,1.0,1.0,1000000,1.0,0.5,2.0,"['Swift Swim', 'Water Veil']",50.0,419,85,50,1.0,water,,1.0,4,0
Cherubi,35,Cherry Pokémon,45,Cherinboチェリンボ,0.4,3.3,45,35,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,5120,70,275,190,1.0,1.0,1000000,1.0,2.0,0.5,['Chlorophyll'],50.0,420,62,53,2.0,grass,,1.0,4,0
Cherrim,60,Blossom Pokémon,70,Cherrimチェリム,0.5,9.3,70,85,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,5120,70,450,75,1.0,1.0,1000000,1.0,2.0,0.5,['Flower Gift'],50.0,421,87,78,2.0,grass,,1.0,4,0
Shellos,48,Sea Slug Pokémon,48,Karanakushiカラナクシ,0.3,6.3,76,34,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,325,190,1.0,1.0,1000000,1.0,0.5,2.0,"['Sticky Hold', 'Storm Drain', 'Sand Force']",50.0,422,57,62,1.0,water,,1.0,4,0
Gastrodon,83,Sea Slug Pokémon,68,Tritodonトリトドン,0.9,29.9,111,39,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,5120,70,475,75,1.0,1.0,1000000,1.0,0.5,0.0,"['Sticky Hold', 'Storm Drain', 'Sand Force']",50.0,423,92,82,1.0,water,ground,1.0,4,0
Ambipom,100,Long Tail Pokémon,66,Etebothエテボース,1.2,20.3,75,115,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,100,482,45,1.0,1.0,800000,1.0,1.0,1.0,"['Technician', 'Pickup', 'Skill Link']",50.0,424,60,66,1.0,normal,,2.0,4,0
Drifloon,50,Balloon Pokémon,34,Fuwanteフワンテ,0.4,1.2,90,70,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,0.25,7680,70,348,125,2.0,1.0,1640000,1.0,1.0,2.0,"['Aftermath', 'Unburden', 'Flare Boost']",50.0,425,60,44,1.0,ghost,flying,0.0,4,0
Drifblim,80,Blimp Pokémon,44,Fuwarideフワライド,1.2,15.0,150,80,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,0.25,7680,70,498,60,2.0,1.0,1640000,1.0,1.0,2.0,"['Aftermath', 'Unburden', 'Flare Boost']",50.0,426,90,54,1.0,ghost,flying,0.0,4,0
Buneary,66,Rabbit Pokémon,44,Mimirolミミロル,0.4,5.5,55,85,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,0,350,190,1.0,1.0,1000000,1.0,1.0,1.0,"['Run Away', 'Klutz', 'Limber']",50.0,427,44,56,1.0,normal,,2.0,4,0
Lopunny,136,Rabbit Pokémon,94,Mimilopミミロップ,1.2,33.3,65,135,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,140,580,60,1.0,1.0,1000000,1.0,1.0,1.0,"['Cute Charm', 'Klutz', 'Limber']",50.0,428,54,96,1.0,normal,,2.0,4,0
Mismagius,60,Magical Pokémon,60,Mumargiムウマージ,0.9,4.4,60,105,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,6400,35,495,45,2.0,1.0,800000,1.0,1.0,1.0,['Levitate'],50.0,429,105,105,1.0,ghost,,0.0,4,0
Honchkrow,125,Big Boss Pokémon,52,Dongkarasuドンカラス,0.9,27.3,100,71,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,5120,35,505,30,0.5,1.0,1059860,2.0,1.0,2.0,"['Insomnia', 'Super Luck', 'Moxie']",50.0,430,105,52,1.0,dark,flying,1.0,4,0
Glameow,55,Catty Pokémon,42,Nyarmarニャルマー,0.5,3.9,49,85,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,310,190,1.0,1.0,800000,1.0,1.0,1.0,"['Limber', 'Own Tempo', 'Keen Eye']",24.6,431,42,37,1.0,normal,,2.0,4,0
Purugly,82,Tiger Cat Pokémon,64,Bunyattoブニャット,1.0,43.8,71,112,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,452,75,1.0,1.0,800000,1.0,1.0,1.0,"['Thick Fat', 'Own Tempo', 'Defiant']",24.6,432,64,59,1.0,normal,,2.0,4,0
Chingling,30,Bell Pokémon,50,Lisyanリーシャン,0.2,0.6,45,45,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,6400,70,285,120,2.0,1.0,800000,1.0,1.0,1.0,['Levitate'],50.0,433,65,50,1.0,psychic,,0.5,4,0
Stunky,63,Skunk Pokémon,47,Skunpuuスカンプー,0.4,19.2,63,74,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,5120,70,329,225,0.5,1.0,1000000,1.0,1.0,1.0,"['Stench', 'Aftermath', 'Keen Eye']",50.0,434,41,41,1.0,poison,dark,1.0,4,0
Skuntank,93,Skunk Pokémon,67,Skutankスカタンク,1.0,38.0,103,84,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,5120,70,479,60,0.5,1.0,1000000,1.0,1.0,1.0,"['Stench', 'Aftermath', 'Keen Eye']",50.0,435,71,61,1.0,poison,dark,1.0,4,0
Bronzor,24,Bronze Pokémon,86,Dohmirrorドーミラー,0.5,60.5,57,23,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,1.0,5120,70,300,255,2.0,0.5,1000000,0.5,2.0,1.0,"['Levitate', 'Heatproof', 'Heavy Metal']",,436,24,86,0.5,steel,psychic,1.0,4,0
Bronzong,89,Bronze Bell Pokémon,116,Dohtakunドータクン,1.3,187.0,67,33,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,1.0,5120,70,500,90,2.0,0.5,1000000,0.5,2.0,1.0,"['Levitate', 'Heatproof', 'Heavy Metal']",,437,79,116,0.5,steel,psychic,1.0,4,0
Bonsly,80,Bonsai Pokémon,95,Usohachiウソハチ,0.5,15.0,50,10,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,1.0,5120,70,290,255,1.0,1.0,1000000,1.0,0.5,1.0,"['Sturdy', 'Rock Head', 'Rattled']",50.0,438,10,45,0.5,rock,,2.0,4,0
Mime Jr.,25,Mime Pokémon,45,Maneneマネネ,0.6,13.0,20,60,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,6400,70,310,145,1.0,0.0,1000000,1.0,1.0,1.0,"['Soundproof', 'Filter', 'Technician']",50.0,439,70,90,1.0,psychic,fairy,0.25,4,0
Happiny,5,Playhouse Pokémon,5,Pinpukuピンプク,0.6,24.4,100,30,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10240,140,220,130,1.0,1.0,800000,1.0,1.0,1.0,"['Natural Cure', 'Serene Grace', 'Friend Guard']",0.0,440,15,65,1.0,normal,,2.0,4,0
Chatot,65,Music Note Pokémon,45,Perapペラップ,0.5,1.9,76,91,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,5120,35,411,30,1.0,1.0,1059860,1.0,1.0,2.0,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",50.0,441,92,42,1.0,normal,flying,1.0,4,0
Spiritomb,92,Forbidden Pokémon,108,Mikarugeミカルゲ,1.0,108.0,50,35,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,7680,70,485,100,1.0,1.0,1000000,2.0,1.0,1.0,"['Pressure', 'Infiltrator']",50.0,442,92,108,1.0,ghost,dark,0.0,4,0
Gible,70,Land Shark Pokémon,45,Fukamaruフカマル,0.7,20.5,58,42,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,10240,70,300,45,1.0,2.0,1250000,2.0,0.5,0.0,"['Sand Veil', 'Rough Skin']",50.0,443,40,45,1.0,dragon,ground,1.0,4,0
Gabite,90,Cave Pokémon,65,Gabiteガバイト,1.4,56.0,68,82,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,10240,70,410,45,1.0,2.0,1250000,2.0,0.5,0.0,"['Sand Veil', 'Rough Skin']",50.0,444,50,55,1.0,dragon,ground,1.0,4,0
Garchomp,170,Mach Pokémon,115,Gaburiasガブリアス,1.9,95.0,108,92,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,10240,70,700,45,1.0,2.0,1250000,2.0,0.5,0.0,"['Sand Veil', 'Rough Skin']",50.0,445,120,95,1.0,dragon,ground,1.0,4,0
Munchlax,85,Big Eater Pokémon,40,Gonbeゴンベ,0.6,105.0,135,5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10240,70,390,50,1.0,1.0,1250000,1.0,1.0,1.0,"['Pickup', 'Thick Fat', 'Gluttony']",88.1,446,40,85,1.0,normal,,2.0,4,0
Riolu,70,Emanation Pokémon,40,Rioluリオル,0.7,20.2,40,60,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,6400,70,285,75,0.5,1.0,1059860,2.0,1.0,1.0,"['Steadfast', 'Inner Focus', 'Prankster']",88.1,447,35,40,2.0,fighting,,1.0,4,0
Lucario,145,Aura Pokémon,88,Lucarioルカリオ,1.2,54.0,70,112,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,0.25,6400,70,625,45,0.5,0.5,1059860,1.0,2.0,1.0,"['Steadfast', 'Inner Focus', 'Justified']",88.1,448,140,70,1.0,fighting,steel,2.0,4,0
Hippopotas,72,Hippo Pokémon,78,Hippopotasヒポポタス,0.8,49.5,68,32,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,7680,70,330,140,1.0,1.0,1250000,1.0,1.0,0.0,"['Sand Stream', 'Sand Force']",50.0,449,38,42,1.0,ground,,1.0,4,0
Hippowdon,112,Heavyweight Pokémon,118,Kabaldonカバルドン,2.0,300.0,108,47,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,7680,70,525,60,1.0,1.0,1250000,1.0,1.0,0.0,"['Sand Stream', 'Sand Force']",50.0,450,68,72,1.0,ground,,1.0,4,0
Skorupi,50,Scorpion Pokémon,90,Scorupiスコルピ,0.8,12.0,40,65,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,5120,70,330,120,1.0,1.0,1250000,0.5,2.0,1.0,"['Battle Armor', 'Sniper', 'Keen Eye']",50.0,451,30,55,2.0,poison,bug,0.25,4,0
Drapion,90,Ogre Scorp Pokémon,110,Dorapionドラピオン,1.3,61.5,70,95,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,5120,70,500,45,0.5,1.0,1250000,1.0,1.0,1.0,"['Battle Armor', 'Sniper', 'Keen Eye']",50.0,452,60,75,1.0,poison,dark,1.0,4,0
Croagunk,61,Toxic Mouth Pokémon,40,Gureggruグレッグル,0.7,23.0,48,50,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,0.25,2560,100,300,140,0.5,1.0,1000000,1.0,1.0,1.0,"['Anticipation', 'Dry Skin', 'Poison Touch']",50.0,453,61,40,2.0,poison,fighting,0.5,4,0
Toxicroak,106,Toxic Mouth Pokémon,65,Dokurogドクロッグ,1.3,44.4,83,85,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,0.25,5120,70,490,75,0.5,1.0,1000000,1.0,1.0,1.0,"['Anticipation', 'Dry Skin', 'Poison Touch']",50.0,454,86,65,2.0,poison,fighting,0.5,4,0
Carnivine,100,Bug Catcher Pokémon,72,Muskippaマスキッパ,1.4,27.0,74,46,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,6400,70,454,200,1.0,1.0,1250000,1.0,2.0,0.5,['Levitate'],50.0,455,90,72,2.0,grass,,1.0,4,0
Finneon,49,Wing Fish Pokémon,56,Keikouoケイコウオ,0.4,7.0,49,66,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,330,190,1.0,1.0,600000,1.0,0.5,2.0,"['Swift Swim', 'Storm Drain', 'Water Veil']",50.0,456,49,61,1.0,water,,1.0,4,0
Lumineon,69,Neon Pokémon,76,Neolantネオラント,1.2,24.0,69,91,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,460,75,1.0,1.0,600000,1.0,0.5,2.0,"['Swift Swim', 'Storm Drain', 'Water Veil']",50.0,457,69,86,1.0,water,,1.0,4,0
Mantyke,20,Kite Pokémon,50,Tamantaタマンタ,1.0,65.0,45,50,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,6400,70,345,25,1.0,1.0,1250000,1.0,0.5,4.0,"['Swift Swim', 'Water Absorb', 'Water Veil']",50.0,458,60,120,1.0,water,flying,0.5,4,0
Snover,62,Frosted Tree Pokémon,50,Yukikaburiユキカブリ,1.0,50.5,60,40,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,2.0,5120,70,334,120,1.0,1.0,1250000,1.0,4.0,0.5,"['Snow Warning', 'Soundproof']",50.0,459,62,60,2.0,grass,ice,2.0,4,0
Abomasnow,132,Frosted Tree Pokémon,105,Yukinoohユキノオー,2.2,135.5,90,30,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,2.0,5120,70,594,60,1.0,1.0,1250000,1.0,4.0,0.5,"['Snow Warning', 'Soundproof']",50.0,460,132,105,2.0,grass,ice,2.0,4,0
Weavile,120,Sharp Claw Pokémon,65,Manyulaマニューラ,1.1,34.0,70,125,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,2.0,5120,35,510,45,0.5,1.0,1059860,2.0,2.0,1.0,"['Pressure', 'Pickpocket']",50.0,461,45,85,1.0,dark,ice,4.0,4,0
Magnezone,70,Magnet Area Pokémon,115,Jibacoilジバコイル,1.2,180.0,70,60,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,0.5,5120,70,535,30,1.0,0.5,1000000,0.5,2.0,0.5,"['Magnet Pull', 'Sturdy', 'Analytic']",,462,130,90,0.25,electric,steel,2.0,4,0
Lickilicky,85,Licking Pokémon,95,Berobeltベロベルト,1.7,140.0,110,50,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,515,30,1.0,1.0,1000000,1.0,1.0,1.0,"['Own Tempo', 'Oblivious', 'Cloud Nine']",50.0,463,80,95,1.0,normal,,2.0,4,0
Rhyperior,140,Drill Pokémon,130,Dosidonドサイドン,2.4,282.8,115,40,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,1.0,5120,70,535,30,1.0,1.0,1250000,1.0,0.5,0.0,"['Lightningrod', 'Solid Rock', 'Reckless']",50.0,464,55,55,0.5,ground,rock,2.0,4,0
Tangrowth,100,Vine Pokémon,125,Mojumboモジャンボ,2.0,128.6,100,50,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,5120,70,535,30,1.0,1.0,1000000,1.0,2.0,0.5,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",50.0,465,110,50,2.0,grass,,1.0,4,0
Electivire,123,Thunderbolt Pokémon,67,Elekibleエレキブル,1.8,138.6,75,95,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,6400,70,540,30,1.0,1.0,1000000,1.0,1.0,0.5,"['Motor Drive', 'Vital Spirit']",75.4,466,95,85,0.5,electric,,1.0,4,0
Magmortar,95,Blast Pokémon,67,Booburnブーバーン,1.6,68.0,75,83,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.5,6400,70,540,30,1.0,1.0,1000000,0.5,0.5,1.0,"['Flame Body', 'Vital Spirit']",75.4,467,125,95,1.0,fire,,1.0,4,0
Togekiss,50,Jubilee Pokémon,95,Togekissトゲキッス,1.5,38.0,85,80,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.25,2560,70,545,30,0.5,0.0,800000,1.0,1.0,2.0,"['Hustle', 'Serene Grace', 'Super Luck']",88.1,468,120,115,1.0,fairy,flying,0.25,4,0
Yanmega,76,Ogre Darner Pokémon,86,Megayanmaメガヤンマ,1.9,51.5,86,95,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.5,5120,70,515,30,1.0,1.0,1000000,1.0,2.0,2.0,"['Speed Boost', 'Tinted Lens', 'Frisk']",50.0,469,116,56,2.0,bug,flying,0.25,4,0
Leafeon,110,Verdant Pokémon,130,Leafiaリーフィア,1.0,25.5,65,95,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,8960,35,525,45,1.0,1.0,1000000,1.0,2.0,0.5,"['Leaf Guard', 'Chlorophyll']",88.1,470,60,65,2.0,grass,,1.0,4,0
Glaceon,60,Fresh Snow Pokémon,110,Glaciaグレイシア,0.8,25.9,65,65,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,1.0,8960,35,525,45,1.0,1.0,1000000,1.0,2.0,1.0,"['Snow Cloak', 'Ice Body']",88.1,471,130,95,1.0,ice,,2.0,4,0
Gliscor,95,Fang Scorp Pokémon,125,Glionグライオン,2.0,42.5,75,95,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,5120,70,510,30,1.0,1.0,1059860,1.0,1.0,0.0,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",50.0,472,45,75,1.0,ground,flying,0.5,4,0
Mamoswine,130,Twin Tusk Pokémon,80,Mammooマンムー,2.5,291.0,110,80,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,5120,70,530,50,1.0,1.0,1250000,1.0,2.0,0.0,"['Oblivious', 'Snow Cloak', 'Thick Fat']",50.0,473,70,60,1.0,ice,ground,2.0,4,0
Porygon-Z,80,Virtual Pokémon,70,Porygon-zポリゴンＺ,0.9,34.0,85,90,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,535,30,1.0,1.0,1000000,1.0,1.0,1.0,"['Adaptability', 'Download', 'Analytic']",,474,135,75,1.0,normal,,2.0,4,0
Gallade,165,Blade Pokémon,95,Erureidoエルレイド,1.6,52.0,68,110,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120,35,618,45,1.0,1.0,1250000,2.0,1.0,1.0,"['Steadfast', 'Justified']",100.0,475,65,115,2.0,psychic,fighting,0.5,4,0
Probopass,55,Compass Pokémon,145,Dainoseダイノーズ,1.4,340.0,60,40,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,0.5,5120,70,525,60,1.0,0.5,1000000,0.5,1.0,1.0,"['Sturdy', 'Magnet Pull', 'Sand Force']",50.0,476,75,150,0.25,rock,steel,4.0,4,0
Dusknoir,100,Gripper Pokémon,135,Yonoirヨノワール,2.2,106.6,45,45,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,6400,35,525,45,2.0,1.0,800000,1.0,1.0,1.0,"['Pressure', 'Frisk']",50.0,477,65,135,1.0,ghost,,0.0,4,0
Froslass,80,Snow Land Pokémon,70,Yukimenokoユキメノコ,1.3,26.6,70,110,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,0.5,5120,70,480,75,2.0,1.0,1000000,1.0,2.0,1.0,"['Snow Cloak', 'Cursed Body']",0.0,478,80,70,1.0,ice,ghost,0.0,4,0
Rotom,65,Plasma Pokémon,107,Rotomロトム,0.3,0.3,50,86,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,0.5,5120,70,520,45,2.0,1.0,1000000,1.0,1.0,0.5,['Levitate'],,479,105,107,0.5,electric,ghost,0.0,4,0
Uxie,75,Knowledge Pokémon,130,Yuxieユクシー,0.3,0.3,75,95,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,20480,140,580,3,2.0,1.0,1250000,1.0,1.0,1.0,['Levitate'],,480,75,130,1.0,psychic,,0.5,4,1
Mesprit,105,Emotion Pokémon,105,Emritエムリット,0.3,0.3,80,80,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,20480,140,580,3,2.0,1.0,1250000,1.0,1.0,1.0,['Levitate'],,481,105,105,1.0,psychic,,0.5,4,1
Azelf,125,Willpower Pokémon,70,Agnomeアグノム,0.3,0.3,75,115,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,20480,140,580,3,2.0,1.0,1250000,1.0,1.0,1.0,['Levitate'],,482,125,70,1.0,psychic,,0.5,4,1
